Q86IC9 	 PGEN_.00g000010
O17583 	 PGEN_.00g197280
Q99767 	 PGEN_.00g197290
Q6R3M4 	 PGEN_.00g197300
Q7ZTZ2 	 PGEN_.00g197310
B6ZLK2 	 PGEN_.00g197330
Q6VV64 	 PGEN_.00g197340
A6H584 	 PGEN_.00g197350
P51942 	 PGEN_.00g197360
Q6R5N8 	 PGEN_.00g197370
P49894 	 PGEN_.00g197390
O97341 	 PGEN_.00g197400
Q90773 	 PGEN_.00g197450
Q6ZPY2 	 PGEN_.00g197490
Q24323 	 PGEN_.00g197510
Q0V9S0 	 PGEN_.00g197530
Q9Y2B0 	 PGEN_.00g197540
Q6Q1P3 	 PGEN_.00g197550
P50613 	 PGEN_.00g197560
Q922Y2 	 PGEN_.00g197580
D2GXS7 	 PGEN_.00g197590
Q5JZQ8 	 PGEN_.00g197610
Q01986 	 PGEN_.00g197620
A9JRL3 	 PGEN_.00g197630
Q5XIM4 	 PGEN_.00g197640
P48039 	 PGEN_.00g197660
A6QQM4 	 PGEN_.00g197700
Q9CQS5 	 PGEN_.00g197710
Q39256 	 PGEN_.00g197750
Q9P2K5 	 PGEN_.00g197760
Q5RE70 	 PGEN_.00g197770
Q2KJG3 	 PGEN_.00g197780
A2A3L6 	 PGEN_.00g197820
A0JMG9 	 PGEN_.00g197830
Q9Z0K8 	 PGEN_.00g197860
Q2V2K5 	 PGEN_.00g197910
Q17QS1 	 PGEN_.00g198000
P05099 	 PGEN_.00g198010
P47990 	 PGEN_.00g198090
A8WQK3 	 PGEN_.00g198100
Q9VCA2 	 PGEN_.00g198110
Q9SF85 	 PGEN_.00g198130
Q7Z2Y8 	 PGEN_.00g198140
Q80SU7 	 PGEN_.00g198150
Q80SU7 	 PGEN_.00g198160
Q7TPQ9 	 PGEN_.00g198170
Q2TBA3 	 PGEN_.00g198250
Q5U231 	 PGEN_.00g198260
Q90773 	 PGEN_.00g198270
Q9NZJ4 	 PGEN_.00g198310
Q05A80 	 PGEN_.00g198330
E9Q1U1 	 PGEN_.00g198340
Q9Y345 	 PGEN_.00g198360
Q78JE5 	 PGEN_.00g198370
P42568 	 PGEN_.00g198380
Q95RN0 	 PGEN_.00g198390
Q3KR37 	 PGEN_.00g198400
Q8BZ39 	 PGEN_.00g198410
Q502K3 	 PGEN_.00g198420
V5NAL9 	 PGEN_.00g198450
Q56A10 	 PGEN_.00g198490
Q05B62 	 PGEN_.00g198530
Q9FN03 	 PGEN_.00g198540
Q60632 	 PGEN_.00g198580
Q863A5 	 PGEN_.00g198620
B0BML1 	 PGEN_.00g198630
Q0P4Q4 	 PGEN_.00g198640
Q26474 	 PGEN_.00g198650
D3YXG0 	 PGEN_.00g198670
Q5U2Q4 	 PGEN_.00g198720
Q6P5U7 	 PGEN_.00g198730
H2A0M3 	 PGEN_.00g198750
Q8N9B5 	 PGEN_.00g198770
Q95247 	 PGEN_.00g198800
Q8K4Q6 	 PGEN_.00g198820
P12394 	 PGEN_.00g198870
Q9HCS5 	 PGEN_.00g198890
Q9HCE3 	 PGEN_.00g198900
P49746 	 PGEN_.00g198920
Q9PVY0 	 PGEN_.00g198930
Q6NWC9 	 PGEN_.00g198940
P42674 	 PGEN_.00g198950
Q2VWP9 	 PGEN_.00g199060
Q96WV6 	 PGEN_.00g199070
Q90610 	 PGEN_.00g199080
Q91W86 	 PGEN_.00g199100
Q9UKP5 	 PGEN_.00g199120
Q3UTY6 	 PGEN_.00g199140
Q9Z160 	 PGEN_.00g199150
Q3V0Q6 	 PGEN_.00g199160
Q5VW36 	 PGEN_.00g199270
Q5VW36 	 PGEN_.00g199290
Q5VW36 	 PGEN_.00g199340
Q9VZW5 	 PGEN_.00g199360
P13952 	 PGEN_.00g199430
P15801 	 PGEN_.00g199440
Q8IYB1 	 PGEN_.00g199450
Q91684 	 PGEN_.00g199460
Q8TB03 	 PGEN_.00g199470
P54098 	 PGEN_.00g199480
Q9JJP9 	 PGEN_.00g199500
Q9VUL9 	 PGEN_.00g199540
Q3SX11 	 PGEN_.00g199550
Q5XH48 	 PGEN_.00g199560
Q9VVI3 	 PGEN_.00g199570
Q96PU5 	 PGEN_.00g199580
O16277 	 PGEN_.00g199600
P49914 	 PGEN_.00g199610
Q7Z401 	 PGEN_.00g199640
Q8JG64 	 PGEN_.00g199660
Q9JJZ6 	 PGEN_.00g199670
O95714 	 PGEN_.00g199700
Q5F3D7 	 PGEN_.00g199720
Q4H3P5 	 PGEN_.00g199730
Q8NDA2 	 PGEN_.00g199770
P28840 	 PGEN_.00g199810
P20000 	 PGEN_.00g199920
Q6NWW5 	 PGEN_.00g199950
Q5FVK8 	 PGEN_.00g199970
P90884 	 PGEN_.00g200020
Q5RET3 	 PGEN_.00g200030
Q9D2K4 	 PGEN_.00g200040
Q3TX08 	 PGEN_.00g200050
Q15126 	 PGEN_.00g200060
Q5ZIQ3 	 PGEN_.00g200070
Q8TBF8 	 PGEN_.00g200080
Q8TBF8 	 PGEN_.00g200100
A2VDZ3 	 PGEN_.00g200110
Q14814 	 PGEN_.00g200160
O96011 	 PGEN_.00g200170
Q6P2C0 	 PGEN_.00g200180
Q8WXR4 	 PGEN_.00g200200
G5EBQ8 	 PGEN_.00g200210
Q8JIT6 	 PGEN_.00g200250
P75063 	 PGEN_.00g200270
Q96P65 	 PGEN_.00g200280
P70412 	 PGEN_.00g200310
B8NR70 	 PGEN_.00g200320
A1L3F4 	 PGEN_.00g200350
Q5RBJ7 	 PGEN_.00g200410
P24368 	 PGEN_.00g200420
Q55E58 	 PGEN_.00g200450
Q62441 	 PGEN_.00g200480
F6S215 	 PGEN_.00g200510
Q5F478 	 PGEN_.00g200540
Q96RW7 	 PGEN_.00g200550
Q6GQQ9 	 PGEN_.00g200570
Q6ZSB9 	 PGEN_.00g200580
P41239 	 PGEN_.00g200590
P41239 	 PGEN_.00g200600
G5ECJ6 	 PGEN_.00g200610
Q9HCM2 	 PGEN_.00g200620
Q98919 	 PGEN_.00g200640
Q3MHH0 	 PGEN_.00g200650
Q9DEY9 	 PGEN_.00g200670
Q3U481 	 PGEN_.00g200680
P40854 	 PGEN_.00g200690
Q4UMH6 	 PGEN_.00g200700
Q4U2R1 	 PGEN_.00g200710
Q5ZIJ9 	 PGEN_.00g200740
Q9VR91 	 PGEN_.00g200760
P86789 	 PGEN_.00g200790
P86789 	 PGEN_.00g200800
P82912 	 PGEN_.00g200880
Q3B7U9 	 PGEN_.00g200890
Q16560 	 PGEN_.00g200900
Q5ZJ01 	 PGEN_.00g200910
Q5T6F2 	 PGEN_.00g200920
Q54728 	 PGEN_.00g200930
P41413 	 PGEN_.00g200990
O46639 	 PGEN_.00g201010
Q91W67 	 PGEN_.00g201030
P05099 	 PGEN_.00g201040
Q0E908 	 PGEN_.00g201050
E9PV86 	 PGEN_.00g201100
P03360 	 PGEN_.00g201120
P13234 	 PGEN_.00g201170
P0CB96 	 PGEN_.00g201180
Q865R1 	 PGEN_.00g201210
Q96P44 	 PGEN_.00g201260
O08746 	 PGEN_.00g201270
Q9JII5 	 PGEN_.00g201280
Q6ZHE5 	 PGEN_.00g201290
Q17RS7 	 PGEN_.00g201300
Q8C170 	 PGEN_.00g201310
B2RTY4 	 PGEN_.00g201320
Q3T0L1 	 PGEN_.00g201330
G5EDL5 	 PGEN_.00g201340
Q8IUS5 	 PGEN_.00g201350
B4ZIX8 	 PGEN_.00g201360
Q6WV19 	 PGEN_.00g201390
P55954 	 PGEN_.00g201410
Q7SZ59 	 PGEN_.00g201430
Q8N567 	 PGEN_.00g201440
P39057 	 PGEN_.00g201490
Q9SX38 	 PGEN_.00g201510
Q9BQG2 	 PGEN_.00g201550
Q9UPQ8 	 PGEN_.00g201560
Q5BJD2 	 PGEN_.00g201610
Q6DHV7 	 PGEN_.00g201620
Q4R8R3 	 PGEN_.00g201640
Q503I8 	 PGEN_.00g201650
A6NNX1 	 PGEN_.00g201670
Q2KJC9 	 PGEN_.00g201690
Q6P773 	 PGEN_.00g201730
Q6PDZ2 	 PGEN_.00g201740
Q1LZ95 	 PGEN_.00g201750
Q9NR64 	 PGEN_.00g201760
Q2KJC9 	 PGEN_.00g201770
O95714 	 PGEN_.00g201780
O95263 	 PGEN_.00g201840
E9Q4S1 	 PGEN_.00g201850
O42115 	 PGEN_.00g201870
Q53HC5 	 PGEN_.00g201920
Q9Y5Z4 	 PGEN_.00g201970
Q3UHC2 	 PGEN_.00g201990
Q5NVE2 	 PGEN_.00g202000
Q9Y6V7 	 PGEN_.00g202010
G5CTG7 	 PGEN_.00g202060
Q9DE14 	 PGEN_.00g202070
Q86W34 	 PGEN_.00g202130
Q9UGJ1 	 PGEN_.00g202140
P81178 	 PGEN_.00g202150
Q7YTC2 	 PGEN_.00g202240
Q7YTC2 	 PGEN_.00g202270
Q810V0 	 PGEN_.00g202280
Q6NRY2 	 PGEN_.00g202290
Q5M7P5 	 PGEN_.00g202300
Q8R092 	 PGEN_.00g202310
Q9WVL2 	 PGEN_.00g202330
Q5R546 	 PGEN_.00g202340
Q6PEC1 	 PGEN_.00g202350
Q8R2R9 	 PGEN_.00g202370
P53677 	 PGEN_.00g202380
P30122 	 PGEN_.00g202410
P30122 	 PGEN_.00g202420
Q01237 	 PGEN_.00g202440
Q9BX70 	 PGEN_.00g202450
Q99578 	 PGEN_.00g202460
Q6P502 	 PGEN_.00g202470
Q8BN59 	 PGEN_.00g202480
Q54VI1 	 PGEN_.00g202490
Q9Y5Z4 	 PGEN_.00g202500
Q5RCN7 	 PGEN_.00g202510
Q8VCV9 	 PGEN_.00g202520
Q80T22 	 PGEN_.00g202540
Q8TAD4 	 PGEN_.00g202600
Q8K2V6 	 PGEN_.00g202610
Q9UI26 	 PGEN_.00g202620
Q3UTY6 	 PGEN_.00g202630
A8K2U0 	 PGEN_.00g202640
S4R2P9 	 PGEN_.00g202660
P57103 	 PGEN_.00g202670
Q9GUM2 	 PGEN_.00g202690
Q7M4L6 	 PGEN_.00g202740
Q9UBB5 	 PGEN_.00g202750
P56603 	 PGEN_.00g202760
P02723 	 PGEN_.00g202770
P51398 	 PGEN_.00g202780
Q99MY8 	 PGEN_.00g202790
A8WHP3 	 PGEN_.00g202800
Q9UGH3 	 PGEN_.00g202810
B0JZG0 	 PGEN_.00g202820
O88685 	 PGEN_.00g202830
Q5WA50 	 PGEN_.00g202870
Q868T3 	 PGEN_.00g202880
Q90334 	 PGEN_.00g202890
Q96WV6 	 PGEN_.00g202950
Q9DBV3 	 PGEN_.00g202990
Q6VVX2 	 PGEN_.00g203000
Q08CW8 	 PGEN_.00g203040
Q9VQH2 	 PGEN_.00g203060
Q8HZK2 	 PGEN_.00g203080
Q86XN6 	 PGEN_.00g203220
Q8NBA8 	 PGEN_.00g203250
Q5RD03 	 PGEN_.00g203270
Q32L09 	 PGEN_.00g203340
Q2PFV2 	 PGEN_.00g203390
A4IFB4 	 PGEN_.00g203420
D3ZV31 	 PGEN_.00g203440
Q9BV99 	 PGEN_.00g203450
B5XE27 	 PGEN_.00g203470
Q7TN88 	 PGEN_.00g203480
Q6GUR1 	 PGEN_.00g203520
Q5RDY7 	 PGEN_.00g203530
Q8VCC1 	 PGEN_.00g203570
Q4V8V2 	 PGEN_.00g203870
Q6DCC7 	 PGEN_.00g203910
Q6NSJ0 	 PGEN_.00g204020
Q2T9K6 	 PGEN_.00g204040
Q8BMC3 	 PGEN_.00g204060
Q9D0G0 	 PGEN_.00g204070
Q01415 	 PGEN_.00g204080
P68372 	 PGEN_.00g204100
Q8VHN7 	 PGEN_.00g204110
Q8WXG9 	 PGEN_.00g204120
Q6JAN0 	 PGEN_.00g204150
Q8WXG9 	 PGEN_.00g204160
Q49537 	 PGEN_.00g204170
Q6UXB4 	 PGEN_.00g204180
Q8VHN7 	 PGEN_.00g204190
Q8WXG9 	 PGEN_.00g204200
Q16548 	 PGEN_.00g204260
Q924S5 	 PGEN_.00g204280
A1DHW6 	 PGEN_.00g204310
Q3KRG3 	 PGEN_.00g204340
Q7TMY8 	 PGEN_.00g204360
Q91WM2 	 PGEN_.00g204400
Q6AYB3 	 PGEN_.00g204410
Q5PQR5 	 PGEN_.00g204420
Q9BXW7 	 PGEN_.00g204430
Q99JW2 	 PGEN_.00g204450
Q8N1E6 	 PGEN_.00g204460
P41221 	 PGEN_.00g204470
Q7SXW4 	 PGEN_.00g204480
Q8N0U4 	 PGEN_.00g204490
Q2IBC2 	 PGEN_.00g204500
Q2QL79 	 PGEN_.00g204520
Q18879 	 PGEN_.00g204530
P51638 	 PGEN_.00g204540
Q2QL79 	 PGEN_.00g204550
Q07DV9 	 PGEN_.00g204560
Q9YGM8 	 PGEN_.00g204570
Q2QLG6 	 PGEN_.00g204580
Q07E49 	 PGEN_.00g204590
P51637 	 PGEN_.00g204600
Q2QL79 	 PGEN_.00g204610
Q07E02 	 PGEN_.00g204620
P51638 	 PGEN_.00g204630
P51638 	 PGEN_.00g204640
P35431 	 PGEN_.00g204660
Q2QL79 	 PGEN_.00g204670
P51638 	 PGEN_.00g204680
Q2QL79 	 PGEN_.00g204700
Q2QL79 	 PGEN_.00g204710
Q5ZHV8 	 PGEN_.00g204740
Q8WUA7 	 PGEN_.00g204750
P17141 	 PGEN_.00g204770
Q6IV77 	 PGEN_.00g204790
Q6IV78 	 PGEN_.00g204800
Q8N1B3 	 PGEN_.00g204810
Q28I85 	 PGEN_.00g204820
Q04861 	 PGEN_.00g204860
O44252 	 PGEN_.00g204870
Q62165 	 PGEN_.00g204890
P18583 	 PGEN_.00g204960
A0M8U1 	 PGEN_.00g204970
A9X1A9 	 PGEN_.00g204990
Q6QM28 	 PGEN_.00g205000
P16035 	 PGEN_.00g205010
Q6QM28 	 PGEN_.00g205020
Q5I082 	 PGEN_.00g205030
P0C218 	 PGEN_.00g205040
Q5E9U9 	 PGEN_.00g205050
Q1LZE9 	 PGEN_.00g205090
Q9QXT5 	 PGEN_.00g205100
Q9ZQ47 	 PGEN_.00g205110
Q9Y3I1 	 PGEN_.00g205120
Q5NU14 	 PGEN_.00g205200
Q66Q82 	 PGEN_.00g205230
G3V9H8 	 PGEN_.00g205270
Q9NZV8 	 PGEN_.00g205280
Q8VD04 	 PGEN_.00g205300
Q86VX9 	 PGEN_.00g205310
Q9P2N4 	 PGEN_.00g205320
P59511 	 PGEN_.00g205330
P55201 	 PGEN_.00g205340
Q9ULR3 	 PGEN_.00g205360
Q9VLN1 	 PGEN_.00g205370
Q0VGK3 	 PGEN_.00g205380
Q2M389 	 PGEN_.00g205390
Q2M389 	 PGEN_.00g205400
Q9Y2F9 	 PGEN_.00g205410
A4FUB8 	 PGEN_.00g205430
Q63362 	 PGEN_.00g205440
P91685 	 PGEN_.00g205460
Q9QY44 	 PGEN_.00g205480
Q96QE2 	 PGEN_.00g205500
Q86UL8 	 PGEN_.00g205510
Q7Z3K3 	 PGEN_.00g205530
O88382 	 PGEN_.00g205540
Q6RHR9 	 PGEN_.00g205570
Q9CU62 	 PGEN_.00g205590
Q21751 	 PGEN_.00g205600
P46023 	 PGEN_.00g205630
Q5PPN7 	 PGEN_.00g205660
Q96MG7 	 PGEN_.00g205670
Q0D2E8 	 PGEN_.00g205680
Q9Z1J2 	 PGEN_.00g205690
Q9CPV3 	 PGEN_.00g205700
P13676 	 PGEN_.00g205720
P13676 	 PGEN_.00g205730
Q58A42 	 PGEN_.00g205740
Q58A42 	 PGEN_.00g205750
Q40588 	 PGEN_.00g205760
Q27409 	 PGEN_.00g205780
Q24JV9 	 PGEN_.00g205820
Q9UGM3 	 PGEN_.00g205840
Q9UGM3 	 PGEN_.00g205860
P31661 	 PGEN_.00g205900
Q9MZ34 	 PGEN_.00g205920
P63139 	 PGEN_.00g205940
P08510 	 PGEN_.00g206020
Q921C5 	 PGEN_.00g206070
Q2KI14 	 PGEN_.00g206080
Q4UMH6 	 PGEN_.00g206090
Q52I78 	 PGEN_.00g206100
A6PVC2 	 PGEN_.00g206130
Q8R316 	 PGEN_.00g206160
A2VEC9 	 PGEN_.00g206190
Q700K0 	 PGEN_.00g206200
Q9Y6F1 	 PGEN_.00g206220
J9VY90 	 PGEN_.00g206240
Q9DC53 	 PGEN_.00g206250
Q86YQ8 	 PGEN_.00g206260
Q8CJ12 	 PGEN_.00g206270
Q7SYB3 	 PGEN_.00g206280
Q64505 	 PGEN_.00g206290
O11780 	 PGEN_.00g206340
Q8CDU4 	 PGEN_.00g206350
Q5XIU1 	 PGEN_.00g206360
Q9ULK2 	 PGEN_.00g206370
Q7TMY4 	 PGEN_.00g206380
Q6ZUG5 	 PGEN_.00g206390
Q9BTV4 	 PGEN_.00g206410
B0V2S2 	 PGEN_.00g206420
P51612 	 PGEN_.00g206440
C3XVM1 	 PGEN_.00g206450
Q9W3T5 	 PGEN_.00g206460
P56581 	 PGEN_.00g206470
Q9H6T3 	 PGEN_.00g206510
O07552 	 PGEN_.00g206540
Q4ZHW1 	 PGEN_.00g206550
Q29504 	 PGEN_.00g206560
P22314 	 PGEN_.00g206570
Q641K5 	 PGEN_.00g206600
O08816 	 PGEN_.00g206610
A2VCW9 	 PGEN_.00g206620
Q5E9V5 	 PGEN_.00g206630
Q15125 	 PGEN_.00g206650
Q9DCK3 	 PGEN_.00g206660
Q57951 	 PGEN_.00g206700
Q6ZR37 	 PGEN_.00g206710
O95059 	 PGEN_.00g206790
Q567C3 	 PGEN_.00g206800
Q8TD57 	 PGEN_.00g206810
F6ZQ54 	 PGEN_.00g206820
Q8BW94 	 PGEN_.00g206830
Q7Z3G6 	 PGEN_.00g206840
P70617 	 PGEN_.00g206870
Q04982 	 PGEN_.00g206880
P04627 	 PGEN_.00g206920
Q6N075 	 PGEN_.00g206940
P19602 	 PGEN_.00g206960
Q9CUX1 	 PGEN_.00g206990
Q9H1D0 	 PGEN_.00g207000
O14427 	 PGEN_.00g207030
Q10473 	 PGEN_.00g207040
Q9P2S5 	 PGEN_.00g207050
Q6AZB8 	 PGEN_.00g207080
Q9BH05 	 PGEN_.00g207160
Q92847 	 PGEN_.00g207230
Q1JQ66 	 PGEN_.00g207280
O44252 	 PGEN_.00g207330
O95198 	 PGEN_.00g207350
Q25390 	 PGEN_.00g207360
P48965 	 PGEN_.00g207390
P74148 	 PGEN_.00g207530
Q6P8G1 	 PGEN_.00g207680
Q6NZ06 	 PGEN_.00g207710
A0A1B0GUU1 	 PGEN_.00g207720
Q8Q0U0 	 PGEN_.00g207730
Q86I06 	 PGEN_.00g207850
D3YZI9 	 PGEN_.00g207890
Q96DM1 	 PGEN_.00g207900
Q8IPH9 	 PGEN_.00g207910
Q8C0L8 	 PGEN_.00g207950
Q9UP83 	 PGEN_.00g207970
Q8N414 	 PGEN_.00g207990
Q32M08 	 PGEN_.00g208050
Q9PRC8 	 PGEN_.00g208070
B8M9K4 	 PGEN_.00g208080
P51644 	 PGEN_.00g208100
Q9LDH0 	 PGEN_.00g208150
Q5RGE4 	 PGEN_.00g208170
P21158 	 PGEN_.00g208230
Q56318 	 PGEN_.00g208270
Q8K2M3 	 PGEN_.00g208280
Q8K2M3 	 PGEN_.00g208310
Q6GLL2 	 PGEN_.00g208320
Q95M18 	 PGEN_.00g208330
Q29043 	 PGEN_.00g208400
P23758 	 PGEN_.00g208410
O18404 	 PGEN_.00g208510
Q5SVZ6 	 PGEN_.00g208520
O18404 	 PGEN_.00g208530
Q9ER24 	 PGEN_.00g208540
Q3L254 	 PGEN_.00g208580
Q9UPS8 	 PGEN_.00g208680
O14966 	 PGEN_.00g208710
P41594 	 PGEN_.00g208730
Q86FP7 	 PGEN_.00g208760
Q96I25 	 PGEN_.00g208770
Q3ZCJ8 	 PGEN_.00g208780
Q3MII6 	 PGEN_.00g208790
P70207 	 PGEN_.00g208800
O75051 	 PGEN_.00g208810
Q6BEA0 	 PGEN_.00g208820
Q9Y6I9 	 PGEN_.00g208830
Q5R4M0 	 PGEN_.00g208840
P97770 	 PGEN_.00g208850
Q08CD5 	 PGEN_.00g208860
Q5UQ13 	 PGEN_.00g208870
Q24118 	 PGEN_.00g208880
Q5QJ74 	 PGEN_.00g208910
Q9D9V7 	 PGEN_.00g208920
Q14BN4 	 PGEN_.00g208930
Q96QE2 	 PGEN_.00g208940
Q92172 	 PGEN_.00g208960
V5NAL9 	 PGEN_.00g208970
V5NAL9 	 PGEN_.00g208980
V5NAL9 	 PGEN_.00g208990
Q498T4 	 PGEN_.00g209000
Q6ZWM4 	 PGEN_.00g209010
P59510 	 PGEN_.00g209020
Q40358 	 PGEN_.00g209060
Q66H61 	 PGEN_.00g209070
Q9NH13 	 PGEN_.00g209080
Q6ZR98 	 PGEN_.00g209090
Q8C6L5 	 PGEN_.00g209120
Q5E965 	 PGEN_.00g209140
Q920B0 	 PGEN_.00g209160
Q8BIE6 	 PGEN_.00g209170
Q9VN14 	 PGEN_.00g209220
Q8T6A5 	 PGEN_.00g209240
P53590 	 PGEN_.00g209250
Q6DG03 	 PGEN_.00g209260
Q9BU79 	 PGEN_.00g209290
Q7Z6B7 	 PGEN_.00g209300
Q5TYM5 	 PGEN_.00g209320
Q96N23 	 PGEN_.00g209330
Q7L0X2 	 PGEN_.00g209340
Q7JQD3 	 PGEN_.00g209370
P20241 	 PGEN_.00g209400
Q91309 	 PGEN_.00g209410
Q567B1 	 PGEN_.00g209420
Q5RCY2 	 PGEN_.00g209430
P23770 	 PGEN_.00g209460
Q5RCK6 	 PGEN_.00g209470
O02751 	 PGEN_.00g209500
Q14624 	 PGEN_.00g209510
Q9Y5Y6 	 PGEN_.00g209520
P23216 	 PGEN_.00g209540
P25071 	 PGEN_.00g209550
A4D0V7 	 PGEN_.00g209560
Q7ZVX6 	 PGEN_.00g209650
O60831 	 PGEN_.00g209660
P30531 	 PGEN_.00g209690
Q9Y493 	 PGEN_.00g209700
Q91502 	 PGEN_.00g209710
Q8CFG5 	 PGEN_.00g209770
Q6GNL7 	 PGEN_.00g209790
Q7SXB7 	 PGEN_.00g209810
Q99K85 	 PGEN_.00g209830
Q5ZII3 	 PGEN_.00g209840
Q9Z2D6 	 PGEN_.00g209890
O95243 	 PGEN_.00g209900
Q3B725 	 PGEN_.00g209960
D9IQ16 	 PGEN_.00g209970
Q8WZ42 	 PGEN_.00g209980
Q640H3 	 PGEN_.00g210040
Q96S16 	 PGEN_.00g210060
P33005 	 PGEN_.00g210160
P51690 	 PGEN_.00g210170
Q6DFJ6 	 PGEN_.00g210210
Q96B70 	 PGEN_.00g210230
V5NAL9 	 PGEN_.00g210270
V5NAL9 	 PGEN_.00g210280
V5NAL9 	 PGEN_.00g210290
Q16943 	 PGEN_.00g210320
O18875 	 PGEN_.00g210350
O35316 	 PGEN_.00g210360
Q29RU9 	 PGEN_.00g210370
Q6AZB8 	 PGEN_.00g210380
P21783 	 PGEN_.00g210410
Q8CJ11 	 PGEN_.00g210420
Q0VCM2 	 PGEN_.00g210460
P51610 	 PGEN_.00g210470
Q969S8 	 PGEN_.00g210500
A4FV14 	 PGEN_.00g210510
Q9UBN7 	 PGEN_.00g210520
Q9NDM2 	 PGEN_.00g210530
Q9NDM2 	 PGEN_.00g210540
Q9UBN7 	 PGEN_.00g210560
A4FV14 	 PGEN_.00g210570
Q969S8 	 PGEN_.00g210580
P51610 	 PGEN_.00g210600
Q0VCM2 	 PGEN_.00g210610
C6KFA3 	 PGEN_.00g210650
P21783 	 PGEN_.00g210660
Q6R7D0 	 PGEN_.00g210690
Q5U580 	 PGEN_.00g210710
Q9Y3C6 	 PGEN_.00g210720
P49410 	 PGEN_.00g210730
P00639 	 PGEN_.00g210780
Q6R5A3 	 PGEN_.00g210790
Q90Y54 	 PGEN_.00g210800
Q6BEA2 	 PGEN_.00g210810
P46023 	 PGEN_.00g210830
O35516 	 PGEN_.00g210840
P46530 	 PGEN_.00g210850
P46530 	 PGEN_.00g210860
O35516 	 PGEN_.00g210870
B8CXL0 	 PGEN_.00g210890
P0CF65 	 PGEN_.00g210900
P62257 	 PGEN_.00g210930
Q32LN1 	 PGEN_.00g210940
Q96NR8 	 PGEN_.00g210960
Q9NPF2 	 PGEN_.00g210970
Q14118 	 PGEN_.00g210980
Q9BXJ4 	 PGEN_.00g211040
Q5ZM45 	 PGEN_.00g211050
Q17232 	 PGEN_.00g211060
Q96MM6 	 PGEN_.00g211090
Q96MM6 	 PGEN_.00g211110
Q96MM6 	 PGEN_.00g211140
Q96MM6 	 PGEN_.00g211190
Q14BI2 	 PGEN_.00g211230
Q9QXZ6 	 PGEN_.00g211240
Q9BXJ4 	 PGEN_.00g211250
P23216 	 PGEN_.00g211260
Q9BXJ4 	 PGEN_.00g211270
P23286 	 PGEN_.00g211280
P09967 	 PGEN_.00g211290
Q32KV6 	 PGEN_.00g211320
Q6UVY6 	 PGEN_.00g211330
Q9BXW9 	 PGEN_.00g211360
Q6GP04 	 PGEN_.00g211390
Q8SWR3 	 PGEN_.00g211400
Q16534 	 PGEN_.00g211450
Q80TL7 	 PGEN_.00g211460
P82198 	 PGEN_.00g211470
Q8NCE2 	 PGEN_.00g211480
O75648 	 PGEN_.00g211490
Q80VN0 	 PGEN_.00g211500
Q7LFX5 	 PGEN_.00g211510
P30531 	 PGEN_.00g211530
Q5FWU8 	 PGEN_.00g211590
Q5FWU8 	 PGEN_.00g211600
P02469 	 PGEN_.00g211610
P43090 	 PGEN_.00g211620
Q92823 	 PGEN_.00g211630
Q9Y2M2 	 PGEN_.00g211640
Q63170 	 PGEN_.00g211650
Q4R6T7 	 PGEN_.00g211660
Q9NR81 	 PGEN_.00g211670
Q5VWG9 	 PGEN_.00g211680
P0DKY8 	 PGEN_.00g211690
Q5BK75 	 PGEN_.00g211790
P51049 	 PGEN_.00g211810
Q9WUN2 	 PGEN_.00g211820
P16056 	 PGEN_.00g211830
Q108U6 	 PGEN_.00g211850
O94966 	 PGEN_.00g211860
M9PBE2 	 PGEN_.00g211870
Q9D8X0 	 PGEN_.00g211880
D3YXG0 	 PGEN_.00g211890
V5NAL9 	 PGEN_.00g211900
P0DPD6 	 PGEN_.00g211910
B2RXA1 	 PGEN_.00g211920
P50096 	 PGEN_.00g211940
Q9QUK3 	 PGEN_.00g211970
O54715 	 PGEN_.00g211980
O35678 	 PGEN_.00g212020
P54103 	 PGEN_.00g212030
Q92982 	 PGEN_.00g212040
Q5XGY1 	 PGEN_.00g212070
Q2NL82 	 PGEN_.00g212090
Q25011 	 PGEN_.00g212130
Q6DIK0 	 PGEN_.00g212140
Q9D581 	 PGEN_.00g212150
Q9NRM2 	 PGEN_.00g212160
Q8N1A6 	 PGEN_.00g212210
Q641C9 	 PGEN_.00g212220
O01583 	 PGEN_.00g212270
Q7ZXH2 	 PGEN_.00g212310
A4IG59 	 PGEN_.00g212320
P30548 	 PGEN_.00g212350
Q924H0 	 PGEN_.00g212360
O73853 	 PGEN_.00g212380
Q96GE4 	 PGEN_.00g212420
Q00612 	 PGEN_.00g212430
Q921L7 	 PGEN_.00g212440
Q6DFJ6 	 PGEN_.00g212450
Q80SY4 	 PGEN_.00g212520
Q3KNW5 	 PGEN_.00g212530
Q6PFX9 	 PGEN_.00g212560
Q6DGH9 	 PGEN_.00g212570
Q6NRH0 	 PGEN_.00g212580
A7RKF6 	 PGEN_.00g212620
Q5E9N9 	 PGEN_.00g212630
Q62733 	 PGEN_.00g212640
Q9NUX5 	 PGEN_.00g212680
Q6P3R8 	 PGEN_.00g212730
O94888 	 PGEN_.00g212740
Q9TV36 	 PGEN_.00g212760
A3R064 	 PGEN_.00g212820
A3KG59 	 PGEN_.00g212830
A3KG59 	 PGEN_.00g212840
O09171 	 PGEN_.00g212870
Q9VQ91 	 PGEN_.00g212900
Q9BXT4 	 PGEN_.00g212940
D9IQ16 	 PGEN_.00g212990
Q9V4A7 	 PGEN_.00g213050
