all_GO_ids	gene
GO:0005737;GO:0005829;GO:0030425;GO:0043025;GO:0048471;GO:0019899;GO:0042802;GO:0060271;GO:0007399;GO:0031175	PGEN_.00g208540
GO:0005615;GO:0005125;GO:0005109;GO:0060070;GO:0045165;GO:0071300;GO:0048144;GO:0021871;GO:0070307;GO:0030182;GO:0046330;GO:0072089	PGEN_.00g208580
GO:0005813;GO:0045599	PGEN_.00g208680
GO:0005801;GO:0005737;GO:0005856;GO:0005829;GO:0005769;GO:0012505;GO:0070062;GO:0005794;GO:0043231;GO:0097708;GO:0042470;GO:0005739;GO:0048471;GO:0005886;GO:0055037;GO:0005802;GO:0005773;GO:0070840;GO:0019003;GO:0005525;GO:0003924;GO:0019894;GO:0031267;GO:0030154;GO:0007030;GO:0006886;GO:0032438;GO:0007005;GO:0010977;GO:0090316;GO:0001921;GO:0050862;GO:1903441;GO:0072657;GO:1901214;GO:1905279;GO:0009617;GO:0042147;GO:0007416;GO:0042110;GO:1901998;GO:0039694	PGEN_.00g208710
GO:0097449;GO:0005737;GO:0043198;GO:0043197;GO:0098978;GO:0005887;GO:0099055;GO:0005886;GO:0098839;GO:0098685;GO:0031687;GO:0001640;GO:0004930;GO:0099530;GO:0008066;GO:0042802;GO:0099583;GO:0030296;GO:1990782;GO:0035584;GO:1904646;GO:0007268;GO:0050890;GO:0002029;GO:0007216;GO:0007612;GO:0007611;GO:0007626;GO:0090647;GO:0040013;GO:0007206;GO:0048170;GO:0043410;GO:0061098;GO:0099170;GO:0007205;GO:0006468;GO:1902938;GO:0001932;GO:0051966;GO:0006355;GO:0006417;GO:0006448;GO:0050808;GO:0099553	PGEN_.00g208730
GO:0022627;GO:0042788;GO:0005791;GO:0003735;GO:0002181	PGEN_.00g208760
GO:0005654;GO:0005681;GO:0003723;GO:0000380;GO:0045292;GO:0000398	PGEN_.00g208770
GO:0005764;GO:0008234;GO:0008239;GO:0031638	PGEN_.00g208780
GO:0005776;GO:0031410;GO:0005096;GO:0090630;GO:0006914;GO:0006886;GO:1901096	PGEN_.00g208790
GO:0062023;GO:0005887;GO:0005886;GO:0002116;GO:0042802;GO:0017154;GO:0007166;GO:0051642;GO:0021935;GO:0060174;GO:0007162;GO:0021915;GO:0060037;GO:0050772;GO:0030334;GO:0008360;GO:0043087;GO:0071526;GO:1902287;GO:0001756	PGEN_.00g208800
GO:0005887;GO:0005886;GO:0002116;GO:0042802;GO:0017154;GO:0051642;GO:0021935;GO:0060174;GO:0007162;GO:0021915;GO:0060037;GO:0050772;GO:0030334;GO:0008360;GO:0043087;GO:0071526;GO:1902287;GO:0001756	PGEN_.00g208810
GO:0016021;GO:0005887;GO:0002116;GO:0017154;GO:0007411;GO:0007414;GO:0001763;GO:0007162;GO:0050772;GO:0030334;GO:0008360;GO:0043087;GO:1902287	PGEN_.00g208820
GO:0000421;GO:0005829;GO:0005789;GO:0005576;GO:0016021;GO:0005634;GO:0031093;GO:0005657;GO:0038023;GO:0106300;GO:0061709	PGEN_.00g208830
GO:0032281;GO:0005789;GO:0005887;GO:0098839;GO:0004971;GO:0004970;GO:0015277;GO:0035235	PGEN_.00g208840
GO:0005829;GO:0005730;GO:0003723;GO:0016423;GO:0030488	PGEN_.00g208850
GO:0005794;GO:0000139;GO:0016021;GO:0120053;GO:0035269	PGEN_.00g208860
	PGEN_.00g208870
GO:0005802;GO:1902004	PGEN_.00g208880
GO:0005737;GO:0005856;GO:0043014;GO:0000226;GO:0007023;GO:0007021	PGEN_.00g208910
GO:0055037;GO:0005085	PGEN_.00g208920
GO:0005887;GO:0005815;GO:0042383;GO:0005790;GO:0006936;GO:0072659;GO:1900825;GO:1902305;GO:1905150	PGEN_.00g208930
GO:0097450;GO:0044297;GO:0071944;GO:0042995;GO:0005737;GO:0030426;GO:0005887;GO:0043231;GO:0016020;GO:0031090;GO:0005886;GO:0051117;GO:0005365;GO:0005366;GO:0002020;GO:0015798;GO:1902004;GO:0150104	PGEN_.00g208940
GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0045944;GO:0045893;GO:0006357	PGEN_.00g208960
GO:0016021;GO:0005886;GO:0050135;GO:0061809;GO:0004888;GO:0045087;GO:0002224	PGEN_.00g208970
GO:0016021;GO:0005886;GO:0050135;GO:0061809;GO:0004888;GO:0045087;GO:0002224	PGEN_.00g208980
GO:0016021;GO:0005886;GO:0050135;GO:0061809;GO:0004888;GO:0045087;GO:0002224	PGEN_.00g208990
GO:0005762;GO:0005654;GO:0003723;GO:0003735;GO:0032543	PGEN_.00g209000
GO:0120115;GO:0005634;GO:0071011;GO:0071005;GO:0046540;GO:0005688;GO:0003723;GO:0000398;GO:0016070	PGEN_.00g209010
GO:0031012;GO:0005615;GO:0004222;GO:0008270;GO:0030198;GO:0043066;GO:0045636;GO:0009967	PGEN_.00g209020
GO:0005576;GO:0005199	PGEN_.00g209060
GO:0017101;GO:0005737;GO:0005829;GO:0032991;GO:0005524;GO:0004819;GO:0019901;GO:0004860;GO:0007420;GO:0006425;GO:2001234;GO:0006469;GO:0032873;GO:0045892	PGEN_.00g209070
GO:0006033;GO:0030198	PGEN_.00g209080
GO:0005829;GO:0005634;GO:0005886;GO:0035861;GO:0061501;GO:0005524;GO:0003682;GO:0003677;GO:0003690;GO:0005525;GO:0046872;GO:0031491;GO:0005546;GO:0042803;GO:0002218;GO:0019933;GO:0006974;GO:0071360;GO:0019934;GO:0051607;GO:0008340;GO:0006281;GO:0045087;GO:2000042;GO:0038001;GO:0043950;GO:2000774;GO:0010753;GO:0002230;GO:0032481;GO:0050776;GO:0002637;GO:0050863;GO:0032479	PGEN_.00g209120
GO:0030659;GO:0005783;GO:0005789;GO:0016021;GO:0031982;GO:0020037;GO:0046872;GO:0016491;GO:0140571;GO:0140575;GO:0140576	PGEN_.00g209140
GO:0005912;GO:0005923;GO:0005737;GO:0005856;GO:0001726;GO:0090162	PGEN_.00g209160
GO:0005912;GO:0005923;GO:0005737;GO:0005856;GO:0030674;GO:0090162;GO:0050709;GO:0050714	PGEN_.00g209170
GO:0031225;GO:0030424;GO:0005886;GO:0005918;GO:0098632;GO:0008366;GO:0007411;GO:0061343;GO:0070593;GO:0060857;GO:0045197;GO:0007156;GO:0021682;GO:0019991	PGEN_.00g209220
GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017	PGEN_.00g209240
GO:0005739;GO:0042709;GO:0005524;GO:0005525;GO:0046872;GO:0004776;GO:0006104;GO:0006099	PGEN_.00g209250
GO:0005634;GO:0003700;GO:0000981;GO:0000978;GO:0000976;GO:0007049;GO:0006357;GO:0006355	PGEN_.00g209260
GO:0016021	PGEN_.00g209290
GO:0005737;GO:0005829;GO:0005096;GO:0030336;GO:0007165	PGEN_.00g209300
GO:0005829;GO:0043231;GO:0005739	PGEN_.00g209320
GO:0005930;GO:0005576;GO:0030154;GO:0090660;GO:0060271;GO:0060294;GO:0120197;GO:0007283	PGEN_.00g209330
	PGEN_.00g209340
GO:0005737;GO:0005856;GO:0003779;GO:0051015;GO:0005509;GO:0051693;GO:0030043;GO:0030041;GO:0051014;GO:0045010	PGEN_.00g209370
GO:0030424;GO:0005923;GO:0030425;GO:0030175;GO:0005887;GO:0043025;GO:0005886;GO:0005919;GO:0005918;GO:0005509;GO:0050839;GO:0008366;GO:0048675;GO:0007409;GO:0061343;GO:0098609;GO:0048036;GO:0048813;GO:0060857;GO:0008050;GO:0007560;GO:0008049;GO:0035011;GO:0008045;GO:0016319;GO:0021682;GO:0007158;GO:0072499;GO:0045924;GO:0035151;GO:0019991;GO:0050808	PGEN_.00g209400
GO:0003873;GO:0005524;GO:0004331;GO:0006003;GO:0006000	PGEN_.00g209410
GO:0005737;GO:0046872;GO:0004843;GO:0030968;GO:0016236;GO:0016579;GO:0035871;GO:1990167;GO:0035523;GO:1990168;GO:0071108;GO:0070536;GO:0030433	PGEN_.00g209420
GO:0005634;GO:0044715;GO:0044716;GO:0047631;GO:0019144;GO:0000287;GO:0016779;GO:0042803;GO:0030515;GO:0006338;GO:0019303;GO:0009191	PGEN_.00g209430
GO:0005634;GO:0000981;GO:0043565;GO:0008270;GO:0030097	PGEN_.00g209460
GO:0070382;GO:0016021;GO:0045202;GO:0030658;GO:0005509;GO:0007268;GO:0006887;GO:0045956;GO:0007608	PGEN_.00g209470
GO:0005737;GO:0005634;GO:0003824	PGEN_.00g209500
GO:0072562;GO:0062023;GO:0070062;GO:0005576;GO:0005886;GO:0031089;GO:0004866;GO:0004867;GO:0006953;GO:0030212;GO:0034097	PGEN_.00g209510
GO:0016323;GO:0005615;GO:0019897;GO:0005887;GO:0005886;GO:0004252;GO:0008236;GO:0060672;GO:0030216;GO:0001843;GO:0006508	PGEN_.00g209520
GO:0020037;GO:0046872;GO:0019825;GO:0005344	PGEN_.00g209540
GO:0005829;GO:0000325;GO:0009506;GO:0005509;GO:0003729;GO:0071456;GO:0009646;GO:0009612;GO:0009652	PGEN_.00g209550
GO:0005783	PGEN_.00g209560
GO:0005737;GO:0005634;GO:0005524;GO:0019781;GO:0032446;GO:0045116	PGEN_.00g209650
GO:0010008;GO:0016021;GO:0016020;GO:0015813;GO:0015031	PGEN_.00g209660
GO:0030424;GO:0009986;GO:0098982;GO:0016021;GO:0005887;GO:0099055;GO:0099056;GO:0016020;GO:0043005;GO:0043025;GO:0005886;GO:0015185;GO:0005332;GO:0042802;GO:0046872;GO:0015378;GO:0008306;GO:0007268;GO:1902476;GO:0051939;GO:0051936;GO:0098658;GO:0007613;GO:0032229;GO:0014054;GO:0051592;GO:0042220;GO:0032355;GO:0010035;GO:0010288;GO:0014074;GO:0009744;GO:0009636;GO:0098719;GO:0035725;GO:0050808;GO:0150104	PGEN_.00g209690
GO:0031012;GO:0005615;GO:0016021;GO:0005886;GO:0007339;GO:0098609	PGEN_.00g209700
GO:0016021;GO:0015293;GO:0006814	PGEN_.00g209710
GO:0005891;GO:0005246;GO:0046872;GO:0005245;GO:0006816;GO:1990314;GO:0034765	PGEN_.00g209770
GO:0005737;GO:0016155;GO:0016742;GO:0016620;GO:0009258;GO:0009058;GO:0006730	PGEN_.00g209790
GO:0016021;GO:0005355	PGEN_.00g209810
GO:0005737;GO:0005829;GO:0042802;GO:0004648;GO:0030170;GO:0006564	PGEN_.00g209830
GO:0016021;GO:0005886;GO:0004930;GO:0007186	PGEN_.00g209840
GO:0005813;GO:0000785;GO:0005737;GO:0005829;GO:0098978;GO:0000792;GO:0005654;GO:0005634;GO:0098794;GO:0032991;GO:0003682;GO:0031490;GO:0003677;GO:0003700;GO:0010385;GO:0019899;GO:0000400;GO:0042826;GO:0008327;GO:0003729;GO:1990841;GO:0019904;GO:0047485;GO:0035197;GO:0003714;GO:0045322;GO:0008344;GO:0008306;GO:0001662;GO:0007420;GO:0032048;GO:0006576;GO:0071317;GO:0035865;GO:0021549;GO:0007268;GO:0016358;GO:0060079;GO:0008211;GO:0006541;GO:0031507;GO:0016573;GO:0016571;GO:0006020;GO:0007612;GO:0007616;GO:0060291;GO:0007613;GO:0007052;GO:0033555;GO:0016525;GO:0048712;GO:0043537;GO:1903860;GO:0061000;GO:0010629;GO:0090327;GO:0043524;GO:2000635;GO:0032091;GO:1903941;GO:0051151;GO:0000122;GO:2000820;GO:0045892;GO:0001976;GO:0050905;GO:0050884;GO:0030182;GO:0042551;GO:0031175;GO:0046470;GO:1901953;GO:1905492;GO:0008284;GO:1903861;GO:0060999;GO:1905643;GO:0010971;GO:0010628;GO:1900114;GO:0090063;GO:1901956;GO:0031915;GO:0045944;GO:0045893;GO:0009791;GO:0019230;GO:0008104;GO:0099611;GO:0044030;GO:0010468;GO:0006349;GO:0040029;GO:0051570;GO:0002087;GO:0050807;GO:0048167;GO:0006357;GO:0007585;GO:0042220;GO:0001666;GO:0051707;GO:0019233;GO:0035176;GO:0001964;GO:0007416;GO:0021591;GO:0008542	PGEN_.00g209890
GO:0016607;GO:0005654;GO:0005634;GO:0003677;GO:0019104;GO:0004520;GO:0008263;GO:0003696;GO:0045008;GO:0006281	PGEN_.00g209900
GO:0005654;GO:0003700;GO:0001227;GO:0046872;GO:0000978;GO:0002244;GO:0006357;GO:0006355	PGEN_.00g209960
GO:0005576	PGEN_.00g209970
GO:0000794;GO:0005829;GO:0070062;GO:0005576;GO:0031674;GO:0031430;GO:0005865;GO:1990733;GO:0030018;GO:0051015;GO:0042805;GO:0005524;GO:0005509;GO:0005516;GO:0019899;GO:0042802;GO:0051371;GO:0002020;GO:0019901;GO:0043621;GO:0106310;GO:0004674;GO:0004712;GO:0004713;GO:0008307;GO:0097493;GO:0031433;GO:0055013;GO:0060048;GO:0003300;GO:0055008;GO:0055003;GO:0035995;GO:0007076;GO:0006936;GO:0010628;GO:0050714;GO:0010737;GO:0050790;GO:0045859;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0006941	PGEN_.00g209980
GO:0004843;GO:0071108;GO:0070536;GO:0032496	PGEN_.00g210040
GO:0005737;GO:0005783;GO:0005788;GO:0005634;GO:0043123;GO:1903672;GO:0006110;GO:1903302	PGEN_.00g210060
GO:0009986;GO:0005576;GO:0004867;GO:0007155;GO:0030182	PGEN_.00g210160
GO:0005788;GO:0070062;GO:0005794;GO:0005795;GO:0004065;GO:0046872;GO:0001501	PGEN_.00g210170
GO:0005737;GO:0005524;GO:0106310;GO:0004674;GO:0004712;GO:0045087;GO:0018105;GO:0018107;GO:0032479	PGEN_.00g210210
GO:0046872	PGEN_.00g210230
GO:0016021;GO:0005886;GO:0050135;GO:0061809;GO:0004888;GO:0045087;GO:0002224	PGEN_.00g210270
GO:0016021;GO:0005886;GO:0050135;GO:0061809;GO:0004888;GO:0045087;GO:0002224	PGEN_.00g210280
GO:0016021;GO:0005886;GO:0050135;GO:0061809;GO:0004888;GO:0045087;GO:0002224	PGEN_.00g210290
GO:0005789;GO:0016021;GO:0043005;GO:0045202	PGEN_.00g210320
GO:0005887;GO:0005309;GO:0015881;GO:0006836;GO:0035725	PGEN_.00g210350
GO:0016324;GO:0016323;GO:0030425;GO:0098982;GO:0005887;GO:0099055;GO:0031528;GO:0043025;GO:0005886;GO:0098797;GO:0022858;GO:0015171;GO:0015185;GO:0030977;GO:0005368;GO:0005369;GO:0032328;GO:0089718;GO:0051939;GO:0098739;GO:0050804;GO:0006836;GO:0071705;GO:0045597;GO:0010940;GO:0035725;GO:0015734	PGEN_.00g210360
GO:0005777;GO:0050031;GO:0008115;GO:0033514;GO:0046653	PGEN_.00g210370
GO:0005737;GO:0005634;GO:0046872;GO:0004518	PGEN_.00g210380
GO:0016021;GO:0005654;GO:0005886;GO:0005509;GO:0038023;GO:0001525;GO:0030154;GO:0060271;GO:0000122;GO:0061314;GO:0050793	PGEN_.00g210410
GO:0016324;GO:0005829;GO:0005887;GO:0004930;GO:0007189;GO:0007166	PGEN_.00g210420
GO:0016021;GO:0030133	PGEN_.00g210460
GO:0005737;GO:0000123;GO:0035097;GO:0016020;GO:0071339;GO:0043025;GO:0044545;GO:0005654;GO:0005634;GO:0032991;GO:0048188;GO:0045296;GO:0003682;GO:0140297;GO:0042802;GO:0030674;GO:0003713;GO:0007049;GO:0006338;GO:0043984;GO:0043981;GO:0043982;GO:0000122;GO:0045787;GO:0010628;GO:0051571;GO:0045944;GO:0045893;GO:0050821;GO:0043254;GO:0006355;GO:0019046	PGEN_.00g210470
GO:0005737;GO:0000118;GO:0005654;GO:0005634;GO:0047609;GO:0047611;GO:0019213;GO:0019899;GO:0004407;GO:0042826;GO:0033558;GO:0008270;GO:0006325;GO:0006281;GO:0016575;GO:0035825;GO:0016236;GO:0000122;GO:0045892;GO:0034983;GO:0106047;GO:0032425;GO:0006476;GO:0006355;GO:0106048	PGEN_.00g210500
GO:0005634;GO:0046872;GO:0000166;GO:0016779;GO:0001654	PGEN_.00g210510
GO:0016235;GO:0030424;GO:1904115;GO:0005901;GO:0031252;GO:0005737;GO:0005829;GO:0030425;GO:0000118;GO:0016234;GO:0005874;GO:0005875;GO:0005771;GO:0005654;GO:0005634;GO:0043204;GO:0048471;GO:0003779;GO:0043014;GO:0008013;GO:0048487;GO:0070840;GO:0019899;GO:0004407;GO:0042826;GO:0051879;GO:0008017;GO:0051787;GO:0032041;GO:0031593;GO:0033558;GO:0000978;GO:0048156;GO:0001222;GO:0042903;GO:0043130;GO:0031625;GO:0008270;GO:0070842;GO:0006914;GO:0019896;GO:0070301;GO:0071218;GO:0035967;GO:0060271;GO:0048668;GO:0060997;GO:0016575;GO:0070846;GO:0006886;GO:0032418;GO:0010727;GO:0007026;GO:0051354;GO:0031333;GO:0043242;GO:0045861;GO:0045892;GO:0061734;GO:0034983;GO:0070845;GO:0010634;GO:1901300;GO:0033138;GO:2000273;GO:0006476;GO:0031648;GO:0000209;GO:0006515;GO:0032984;GO:0060765;GO:0010506;GO:1903146;GO:0070201;GO:0045598;GO:0040029;GO:0016241;GO:0060632;GO:0031647;GO:0070848;GO:0051788;GO:0090042;GO:0043162	PGEN_.00g210520
GO:0005938;GO:0016021;GO:0005886;GO:0004930;GO:0035234;GO:0007186;GO:0007281;GO:0008354;GO:0007280	PGEN_.00g210530
GO:0005938;GO:0016021;GO:0005886;GO:0004930;GO:0035234;GO:0007186;GO:0007281;GO:0008354;GO:0007280	PGEN_.00g210540
GO:0016235;GO:0030424;GO:1904115;GO:0005901;GO:0031252;GO:0005737;GO:0005829;GO:0030425;GO:0000118;GO:0016234;GO:0005874;GO:0005875;GO:0005771;GO:0005654;GO:0005634;GO:0043204;GO:0048471;GO:0003779;GO:0043014;GO:0008013;GO:0048487;GO:0070840;GO:0019899;GO:0004407;GO:0042826;GO:0051879;GO:0008017;GO:0051787;GO:0032041;GO:0031593;GO:0033558;GO:0000978;GO:0048156;GO:0001222;GO:0042903;GO:0043130;GO:0031625;GO:0008270;GO:0070842;GO:0006914;GO:0019896;GO:0070301;GO:0071218;GO:0035967;GO:0060271;GO:0048668;GO:0060997;GO:0016575;GO:0070846;GO:0006886;GO:0032418;GO:0010727;GO:0007026;GO:0051354;GO:0031333;GO:0043242;GO:0045861;GO:0045892;GO:0061734;GO:0034983;GO:0070845;GO:0010634;GO:1901300;GO:0033138;GO:2000273;GO:0006476;GO:0031648;GO:0000209;GO:0006515;GO:0032984;GO:0060765;GO:0010506;GO:1903146;GO:0070201;GO:0045598;GO:0040029;GO:0016241;GO:0060632;GO:0031647;GO:0070848;GO:0051788;GO:0090042;GO:0043162	PGEN_.00g210560
GO:0005634;GO:0046872;GO:0000166;GO:0016779;GO:0001654	PGEN_.00g210570
GO:0005737;GO:0000118;GO:0005654;GO:0005634;GO:0047609;GO:0047611;GO:0019213;GO:0019899;GO:0004407;GO:0042826;GO:0033558;GO:0008270;GO:0006325;GO:0006281;GO:0016575;GO:0035825;GO:0016236;GO:0000122;GO:0045892;GO:0034983;GO:0106047;GO:0032425;GO:0006476;GO:0006355;GO:0106048	PGEN_.00g210580
GO:0005737;GO:0000123;GO:0035097;GO:0016020;GO:0071339;GO:0043025;GO:0044545;GO:0005654;GO:0005634;GO:0032991;GO:0048188;GO:0045296;GO:0003682;GO:0140297;GO:0042802;GO:0030674;GO:0003713;GO:0007049;GO:0006338;GO:0043984;GO:0043981;GO:0043982;GO:0000122;GO:0045787;GO:0010628;GO:0051571;GO:0045944;GO:0045893;GO:0050821;GO:0043254;GO:0006355;GO:0019046	PGEN_.00g210600
GO:0016021;GO:0030133	PGEN_.00g210610
GO:0005887;GO:0005518;GO:0050840;GO:0004930;GO:0043236;GO:0007189;GO:0019933;GO:0007166;GO:0043583;GO:0007186;GO:0007507;GO:0060347;GO:0007005;GO:0042552;GO:0022011;GO:0048932;GO:0001503;GO:0032290;GO:1903670;GO:0014037;GO:0060879	PGEN_.00g210650
GO:0016021;GO:0005654;GO:0005886;GO:0005509;GO:0038023;GO:0001525;GO:0030154;GO:0060271;GO:0000122;GO:0061314;GO:0050793	PGEN_.00g210660
	PGEN_.00g210690
GO:0016567	PGEN_.00g210710
GO:0071013;GO:0005654;GO:0005634;GO:0071007;GO:0016018;GO:0097718;GO:0003755;GO:1990403;GO:0000398;GO:0006457;GO:0000413	PGEN_.00g210720
GO:0005743;GO:0005759;GO:0042645;GO:0005739;GO:0005525;GO:0003924;GO:0003746;GO:0070125;GO:0006414	PGEN_.00g210730
GO:0005576;GO:0005635;GO:0005634;GO:0042588;GO:0003779;GO:0004530;GO:0003677;GO:0006915;GO:0006308;GO:0000737;GO:0002283;GO:0002673;GO:0070948	PGEN_.00g210780
GO:0032591;GO:0016021;GO:0005887;GO:0031226;GO:0045211;GO:0005524;GO:0015278;GO:0005516;GO:0005231;GO:0005230;GO:0046872;GO:0035091;GO:0051219;GO:0097603;GO:0004888;GO:0048266;GO:0098703;GO:0070588;GO:0071468;GO:0071312;GO:0071318;GO:0034605;GO:0050968;GO:0050965;GO:0050960;GO:0002024;GO:0001660;GO:0006629;GO:0000122;GO:0002790;GO:0051289;GO:1901594;GO:0050954;GO:0060083	PGEN_.00g210790
GO:0016021;GO:0005509;GO:0005112;GO:0060117;GO:0060351;GO:1904888;GO:0009953;GO:0031017;GO:0060325;GO:0031101;GO:0042472;GO:0035622;GO:0001889;GO:0007219;GO:0032474;GO:0031016;GO:0060872;GO:0048752;GO:0030878	PGEN_.00g210800
GO:0005576;GO:0005886;GO:0004252	PGEN_.00g210810
GO:0016021;GO:0005886;GO:0004930	PGEN_.00g210830
GO:0009986;GO:0005929;GO:0005829;GO:0031012;GO:0005576;GO:0005887;GO:0005654;GO:0005634;GO:0005886;GO:0043235;GO:0005509;GO:0019899;GO:0051059;GO:0038023;GO:0009887;GO:0060413;GO:0046849;GO:0001709;GO:0071228;GO:0007417;GO:1990705;GO:0061073;GO:0042742;GO:0007368;GO:0030326;GO:0072104;GO:0072015;GO:0001947;GO:0072574;GO:0006959;GO:0001701;GO:0002437;GO:0035622;GO:0070986;GO:0001889;GO:0072576;GO:0002315;GO:0002011;GO:0035264;GO:0043011;GO:0010629;GO:0045967;GO:0000122;GO:0007219;GO:0060674;GO:0001890;GO:0043065;GO:0030513;GO:0008284;GO:0070374;GO:0010838;GO:0045672;GO:0046579;GO:0072014;GO:0003184;GO:2000249;GO:0051726;GO:2001204;GO:0006357;GO:0001501;GO:0042060	PGEN_.00g210840
GO:0016021;GO:0005634;GO:0005886;GO:0005509;GO:0005112;GO:0038023;GO:0001525;GO:0009952;GO:0060271;GO:0007368;GO:0035907;GO:0031017;GO:0048699;GO:0021986;GO:0002244;GO:0060218;GO:0055016;GO:0050768;GO:0001840;GO:0061314;GO:0007219;GO:0031016;GO:0048936;GO:0048337;GO:0042663;GO:0048259;GO:0006355;GO:0021523;GO:0001756;GO:0021531;GO:0021514	PGEN_.00g210850
GO:0016021;GO:0005634;GO:0005886;GO:0005509;GO:0005112;GO:0038023;GO:0001525;GO:0009952;GO:0060271;GO:0007368;GO:0035907;GO:0031017;GO:0048699;GO:0021986;GO:0002244;GO:0060218;GO:0055016;GO:0050768;GO:0001840;GO:0061314;GO:0007219;GO:0031016;GO:0048936;GO:0048337;GO:0042663;GO:0048259;GO:0006355;GO:0021523;GO:0001756;GO:0021531;GO:0021514	PGEN_.00g210860
GO:0009986;GO:0005929;GO:0005829;GO:0031012;GO:0005576;GO:0005887;GO:0005654;GO:0005634;GO:0005886;GO:0043235;GO:0005509;GO:0019899;GO:0051059;GO:0038023;GO:0009887;GO:0060413;GO:0046849;GO:0001709;GO:0071228;GO:0007417;GO:1990705;GO:0061073;GO:0042742;GO:0007368;GO:0030326;GO:0072104;GO:0072015;GO:0001947;GO:0072574;GO:0006959;GO:0001701;GO:0002437;GO:0035622;GO:0070986;GO:0001889;GO:0072576;GO:0002315;GO:0002011;GO:0035264;GO:0043011;GO:0010629;GO:0045967;GO:0000122;GO:0007219;GO:0060674;GO:0001890;GO:0043065;GO:0030513;GO:0008284;GO:0070374;GO:0010838;GO:0045672;GO:0046579;GO:0072014;GO:0003184;GO:2000249;GO:0051726;GO:2001204;GO:0006357;GO:0001501;GO:0042060	PGEN_.00g210870
GO:0005737;GO:0005524;GO:0031072;GO:0051082;GO:0008270;GO:0006260;GO:0006457;GO:0009408	PGEN_.00g210890
GO:0031464;GO:0005737;GO:0005634;GO:0046872;GO:0043161;GO:0016567	PGEN_.00g210900
GO:0005634;GO:0005524;GO:0061631;GO:0004842;GO:0043161;GO:0070979;GO:0070936;GO:0000209;GO:0006511	PGEN_.00g210930
GO:0005634;GO:0005524;GO:0061631;GO:0004842;GO:0043161;GO:0070979;GO:0070936;GO:0000209;GO:0006511	PGEN_.00g210940
GO:0005789;GO:0001917;GO:0060342;GO:0102354;GO:0004745;GO:0052650;GO:0110095;GO:0045494;GO:0001523;GO:0042572;GO:0007601	PGEN_.00g210960
GO:0000139;GO:0016021;GO:0016020;GO:0047756;GO:0001537;GO:0050659;GO:0008146;GO:0016051;GO:0002063;GO:0030206;GO:0048589;GO:0042733;GO:0048703;GO:0001701;GO:0043066;GO:0030512;GO:0033037;GO:0036342;GO:0009791;GO:0030166;GO:0042127;GO:0007585	PGEN_.00g210970
GO:0005912;GO:0005604;GO:0016323;GO:0062023;GO:0070938;GO:0043034;GO:0005737;GO:0005856;GO:0005829;GO:0016011;GO:0016010;GO:0005788;GO:0009897;GO:0070062;GO:0005576;GO:0005615;GO:0030175;GO:0005925;GO:0098982;GO:0098978;GO:0005796;GO:0016021;GO:0043231;GO:0030027;GO:0033268;GO:0034399;GO:0005654;GO:0005886;GO:0044853;GO:0099524;GO:0045211;GO:0042383;GO:0003779;GO:0051393;GO:0005509;GO:0002162;GO:0043236;GO:0043237;GO:0042169;GO:0008307;GO:0015631;GO:0017166;GO:0001618;GO:0007568;GO:0060055;GO:0007411;GO:0031103;GO:0071711;GO:0060445;GO:0016340;GO:0071397;GO:0071260;GO:0071679;GO:0060441;GO:0006509;GO:0034453;GO:0002011;GO:0002009;GO:0016203;GO:0022011;GO:0030336;GO:0043409;GO:0051898;GO:0021675;GO:0021682;GO:1904261;GO:0001954;GO:0031643;GO:0048714;GO:0045860;GO:0016476;GO:0010717;GO:0010470;GO:0098696;GO:0050807;GO:0014894;GO:0043434;GO:0098942;GO:0043403	PGEN_.00g210980
GO:0005581;GO:0070062;GO:0005615;GO:0016020;GO:0042802;GO:0035356;GO:0045444;GO:0010629;GO:0045721;GO:0050728;GO:0032715;GO:0071638;GO:1901223;GO:0070165;GO:0001819	PGEN_.00g211040
GO:0005829;GO:0005634;GO:0004197;GO:0004843;GO:0016579;GO:0006511	PGEN_.00g211050
GO:0016021;GO:0005886;GO:0004989	PGEN_.00g211060
GO:0005524	PGEN_.00g211090
GO:0005524	PGEN_.00g211110
GO:0005524	PGEN_.00g211140
GO:0005524	PGEN_.00g211190
GO:0097449;GO:0030424;GO:0030425;GO:0005887;GO:0099055;GO:0043005;GO:0042734;GO:0001640;GO:0005246;GO:0001641;GO:0097110;GO:0035095;GO:0007268;GO:0007216;GO:0010467;GO:0090461;GO:0014047;GO:0014059;GO:0014048;GO:0051896;GO:2001023;GO:0051966;GO:0042220	PGEN_.00g211230
GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0015125;GO:0008514;GO:0015347;GO:0015721;GO:0015711;GO:0035634;GO:0033574;GO:0043252	PGEN_.00g211240
GO:0005581;GO:0070062;GO:0005615;GO:0016020;GO:0042802;GO:0035356;GO:0045444;GO:0010629;GO:0045721;GO:0050728;GO:0032715;GO:0071638;GO:1901223;GO:0070165;GO:0001819	PGEN_.00g211250
GO:0020037;GO:0046872;GO:0019825;GO:0005344	PGEN_.00g211260
